Мова,length,alphabet,H0,H1,H_bigram,Hmax,redundancy
Українська,100000,33,5.044192011107105,5.036301122889883,10.080493133996988,5.044394119358453,4.006591209293475e-05
Англійська,100000,26,4.700186121506232,4.695340094630645,9.395526216136878,4.700439718141092,5.395168326083333e-05
Китайська,100000,384,8.582061661918537,7.431601071458974,16.01366273337751,8.584962500721156,0.0003378976672728795
